"Sample"	"MLST ST"	"MLST Formula short"	"Ogroup"	"Hgroup"	"stx"	"eae"	"amr genecount"	"amr genecount aquired"	"amr genecount points"	"amr genes"	"amr count classes"	"amr classes"	"amr count subclasses"	"amr subclasses"	"metal genecount"	"metal classes"	"biocide genecount"	"biocide classes"	"acid genecount"	"heat genecount"	"mobile amr genecount"	"mobile amr genes"	"plasmids contigs"	"plasmids cumulativelength"	"plasmids circular"	"count plasmidmarkers"	"plasmidmarkers"	"count vf"	"virulence factors"
"Ec_Se_50_Ec2"	"-"	"6;6;5,213;136;9;756?;7"	"O104"	"H4"	"stx2B"	"eaeH"	15	13	2	"acrF;aph(3'')-Ib;aph(6)-Id;blaEC;blaTEM;dfrA7;fosA7;gyrA_S83A;mdsA;mdsB;mdtM;sul1;sul2;tet(A);uhpT_E350Q"	8	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;FOSFOMYCIN;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	8	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	25	"COPPER;COPPER/GOLD;COPPER/SILVER;GOLD;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	37	184581	0	6	"Col440I_1;ColpVC_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107;IncI1_1_Alpha;IncX1_1"	157	"aap/aspU;aggA;aggB;aggC;aggD;avrA;csgA;csgB;csgC;csgD;csgE;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;fdeC;fepB;fepC;fepD;fepG;fes;fimC;fimD;fimF;fimH;fimI;fyuA;grvA;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;invA;invB;invC;invE;invF;invG;invH;invI;invJ;irp2;iucA;iucB;iucC;iucD;iutA;lpfA;lpfB;lpfC;lpfD;lpfE;mgtB;mig-14;misL;ompA;orgA;orgB;orgC;pic;pipB;pipB2;prgH;prgI;prgJ;prgK;ratB;shdA;sicA;sicP;sifA;sifB;sigA;sinH;sipA/sspA;sipB/sspB;sipC/sspC;sipD;slrP;sodCI;sopA;sopB/sigD;sopD;sopD2;sopE2;spaO;spaP;spaQ;spaR;spaS;spiC/ssaB;sptP;ssaC;ssaD;ssaE;ssaG;ssaH;ssaI;ssaJ;ssaK;ssaL;ssaM;ssaN;ssaO;ssaP;ssaQ;ssaR;ssaS;ssaT;ssaU;ssaV;sscA;sscB;sseA;sseB;sseC;sseD;sseE;sseF;sseG;sseJ;sseK2;sseL;sspH2;steA;steB;steC;stx2B;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtP;ybtQ;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Se_50_Ec3"	"-"	"13;11;16,552;15;12;15;4"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	15	13	2	"acrF;aph(3'')-Ib;aph(6)-Id;blaCTX-M-28;blaEC;blaTEM;dfrA7;gyrA_S83A;mdsA;mdsB;mdtM;sul1;sul2;tet(A);uhpT_E350Q"	8	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;FOSFOMYCIN;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	9	"BETA-LACTAM;CEPHALOSPORIN;EFFLUX;FOSFOMYCIN;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	24	"COPPER;COPPER/GOLD;COPPER/SILVER;GOLD;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	24	156459	0	4	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107;IncI1_1_Alpha"	148	"aggA;aggB;aggC;aggD;cdtB;csgA;csgB;csgC;csgD;csgE;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;faeC;faeD;faeE;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimC;fimD;fimF;fimH;fimI;fyuA;gspC;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;invA;invB;invC;invE;invF;invG;invH;invI;invJ;irp1;iucB;iucC;iucD;iutA;mgtB;mgtC;mig-14;misL;ompA;orgA;orgB;orgC;pic;pipB;prgH;prgI;prgJ;prgK;sicA;sicP;sifA;sifB;sinH;sipA/sspA;sipB/sspB;sipC/sspC;sipD;slrP;sopA;sopB/sigD;sopD;sopD2;sopE2;spaO;spaP;spaQ;spaR;spaS;spiC/ssaB;sptP;ssaC;ssaD;ssaE;ssaG;ssaH;ssaI;ssaJ;ssaK;ssaL;ssaM;ssaN;ssaO;ssaP;ssaQ;ssaR;ssaS;ssaU;ssaV;sscA;sscB;sseA;sseB;sseC;sseD;sseE;sseG;sseJ;sseK1;sseL;steA;steB;steC;stx2A;stx2B;tcpC;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Se_50_Ec4"	"-"	"5;21;18,552;9;6;12;17"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	13	12	1	"acrF;aph(3'')-Ib;aph(6)-Id;blaEC;blaTEM-1;dfrA7;gyrA_S83A;mdsA;mdsB;mdtM;sul1;sul2;tet(A)"	7	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	7	"BETA-LACTAM;EFFLUX;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	23	"COPPER;COPPER/GOLD;COPPER/SILVER;GOLD;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	22	183454	0	3	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107"	161	"aggA;aggB;aggC;aggD;avrA;csgA;csgB;csgC;csgD;csgE;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;faeC;faeD;faeE;fdeC;fepA;fepB;fepC;fepD;fepG;fimC;fimD;fimF;fimH;fimI;fyuA;grvA;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;invA;invB;invC;invE;invF;invG;invH;invI;invJ;irp2;iucB;iucC;iucD;iutA;lpfA;lpfB;lpfC;lpfD;lpfE;mgtB;mgtC;mig-14;misL;ompA;orgA;orgB;orgC;pic;pipB;pipB2;prgH;prgI;prgJ;prgK;ratB;sicA;sicP;sifA;sifB;sigA;sinH;sipA/sspA;sipB/sspB;sipC/sspC;sipD;slrP;sodCI;sopA;sopB/sigD;sopD;sopD2;sopE2;spaO;spaP;spaQ;spaR;spaS;spiC/ssaB;sptP;ssaC;ssaD;ssaE;ssaG;ssaH;ssaI;ssaJ;ssaK;ssaL;ssaM;ssaN;ssaO;ssaP;ssaQ;ssaR;ssaS;ssaT;ssaU;ssaV;sscA;sscB;sseA;sseB;sseC;sseD;sseE;sseF;sseG;sseJ;sseK2;sseL;sspH2;steA;steB;steC;stx2A;stx2B;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Se_50_Ec5"	"-"	"16;532;12;16;9;7;7,31"	"O26"	"H11"	"stx1A;stx1B;stx2A;stx2B"	"eaeH"	6	5	1	"acrF;blaEC;mdsA;mdsB;mdtM;uhpT_E350Q"	3	"BETA-LACTAM;EFFLUX;FOSFOMYCIN"	3	"BETA-LACTAM;EFFLUX;FOSFOMYCIN"	5	"COPPER/GOLD;GOLD;TELLURIUM"	0	""	1	0	0	"None found"	17	71662	1	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	200	"cdtB;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;csgA;csgB;csgC;csgD;csgE;csgF;csgG;east1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;grvA;hlyA;hlyB;hlyC;hlyD;invA;invB;invC;invE;invF;invG;invH;invI;invJ;irp2;iucB;iucD;lpfA;lpfB;lpfC;lpfD;lpfE;map;mgtB;mgtC;mig-14;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;ompA;orgA;orgB;orgC;paa;pipB;pipB2;prgH;prgI;prgJ;prgK;ratB;sepD;sepL;sepQ/escQ;shdA;sicA;sicP;sifA;sifB;sinH;sipA/sspA;sipB/sspB;sipD;slrP;sodCI;sopA;sopB/sigD;sopD;sopD2;sopE2;spaO;spaP;spaQ;spaR;spaS;spiC/ssaB;sptP;ssaC;ssaE;ssaG;ssaH;ssaI;ssaJ;ssaK;ssaL;ssaM;ssaN;ssaO;ssaP;ssaQ;ssaR;ssaS;ssaT;ssaU;ssaV;sscA;sscB;sseA;sseB;sseC;sseD;sseE;sseF;sseG;sseI/srfH;sseJ;sseK2;sseL;sspH2;steA;steB;steC;stx1B;stx2A;stx2B;stxA;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Se_50_Ec6"	"-"	"10,622;14;15,552;31;25;20,582;33"	"O26"	"H11"	"stx1A;stx1B"	"eae"	6	5	1	"acrF;blaEC;mdsA;mdsB;mdtM;uhpT_E350Q"	3	"BETA-LACTAM;EFFLUX;FOSFOMYCIN"	3	"BETA-LACTAM;EFFLUX;FOSFOMYCIN"	5	"COPPER/GOLD;GOLD;TELLURIUM"	0	""	1	0	0	"None found"	13	57282	0	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	193	"avrA;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;csgA;csgB;csgC;csgD;csgE;csgF;csgG;eae;east1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;faeC;faeD;faeE;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;hlyB;hlyD;invA;invB;invC;invE;invF;invG;invH;invI;invJ;irp1;iucA;iucB;iucC;iucD;iutA;map;mgtB;mgtC;mig-14;misL;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;ompA;orgA;orgC;paa;pipB;pipB2;prgH;prgI;prgJ;prgK;sepD;sepL;sepQ/escQ;shdA;sicA;sicP;sifA;sifB;sinH;sipA/sspA;sipB/sspB;sipC/sspC;sipD;slrP;sopA;sopB/sigD;sopD;sopD2;sopE2;spaO;spaP;spaQ;spaR;spaS;spiC/ssaB;sptP;ssaC;ssaD;ssaE;ssaG;ssaH;ssaI;ssaJ;ssaK;ssaL;ssaM;ssaN;ssaO;ssaP;ssaQ;ssaR;ssaS;ssaT;ssaU;ssaV;sscA;sscB;sseA;sseB;sseD;sseE;sseF;sseG;sseJ;sseK2;sseL;sspH2;steA;steB;steC;stx1B;stxA;tcpC;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Se_50_Ec7"	"-"	"10;7;21,495;14;15;12;12"	"O157"	"H7"	"stx2A;stx2B"	"eae;eaeH"	7	6	1	"acrF;blaEC;emrD;mdsA;mdsB;mdtM;uhpT_E350Q"	3	"BETA-LACTAM;EFFLUX;FOSFOMYCIN"	3	"BETA-LACTAM;EFFLUX;FOSFOMYCIN"	5	"COPPER/GOLD;GOLD;TELLURIUM"	1	"EFFLUX"	0	0	0	"None found"	11	84164	0	1	"IncFIB(AP001918)_1"	204	"aslA;astA;avrA;cesAB;cesD;cesD2;cesF;cesL;cesT;chuV;chuW;csgA;csgB;csgC;csgD;csgE;csgF;csgG;eae;east1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espB;espD;espG;espH;espJ;espK;espL1;espL2;espL4;espM1;espM2;espN;espP;espR1;espR3;espW;espX1;espX2;espX4;espX5;espX6;espX7/nleL;espY1;espY2;espY3;espY4;etgA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;hlyA;hlyB;hlyC;hlyD;invA;invB;invC;invE;invF;invG;invH;invI;invJ;lpfA;lpfB;lpfC;lpfD;lpfE;map;mgtB;mgtC;mig-14;misL;nleA/espI;nleB1;nleB2;nleC;nleD;nleE;nleF;nleH1;nleH2;ompA;orgA;orgB;orgC;paa;pipB;pipB2;prgH;prgI;prgJ;prgK;sepD;sepL;sepQ/escQ;sepZ/espZ;shuS;shuT;shuX;shuY;sicA;sicP;sifA;sifB;sinH;sipA/sspA;sipB/sspB;sipC/sspC;sipD;slrP;sopA;sopB/sigD;sopD;sopD2;sopE2;spaO;spaP;spaQ;spaR;spaS;spiC/ssaB;sptP;ssaC;ssaD;ssaE;ssaG;ssaH;ssaI;ssaJ;ssaK;ssaL;ssaM;ssaN;ssaO;ssaP;ssaQ;ssaR;ssaS;ssaT;ssaU;ssaV;sscA;sscB;sseA;sseB;sseC;sseE;sseF;sseG;sseJ;sseK2;sseL;sspH2;stcE;steA;steB;steC;stx2A;stx2B;tir;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ykgK/ecpR"
"Ec_Se_50_Ec8"	"-"	"147,622;762;21,552;88;8;19,582;217,695"	"O26"	"H11"	"stx1A;stx1B"	"eae;eaeH"	6	5	1	"acrF;blaEC;mdsA;mdsB;mdtM;uhpT_E350Q"	3	"BETA-LACTAM;EFFLUX;FOSFOMYCIN"	3	"BETA-LACTAM;EFFLUX;FOSFOMYCIN"	5	"COPPER/GOLD;GOLD;TELLURIUM"	0	""	1	0	0	"None found"	7	45521	1	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	195	"avrA;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;csgA;csgB;csgC;csgD;csgE;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espR1;espW;espX4;espX5;espX7/nleL;etgA;faeC;faeD;faeE;fdeC;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;hlyA;hlyB;hlyC;hlyD;invA;invB;invC;invE;invF;invG;invH;invI;invJ;irp1;irp2;iucA;iucB;iucC;iucD;iutA;map;mgtB;mgtC;mig-14;misL;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;ompA;orgA;orgB;orgC;paa;pipB;pipB2;prgH;prgI;prgK;ratB;sepD;sepL;sepQ/escQ;sicA;sicP;sifA;sinH;sipA/sspA;sipB/sspB;sipC/sspC;sipD;slrP;sodCI;sopA;sopB/sigD;sopD;sopD2;sopE2;spaO;spaP;spaQ;spaR;spaS;spiC/ssaB;ssaC;ssaD;ssaE;ssaG;ssaH;ssaI;ssaJ;ssaK;ssaM;ssaN;ssaO;ssaP;ssaQ;ssaR;ssaS;ssaT;ssaU;ssaV;sscA;sscB;sseA;sseB;sseC;sseD;sseE;sseF;sseG;sseJ;sseK1;sseL;sspH1;sspH2;steA;steB;steC;stx1B;stxA;toxB;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtE;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Self_0_Ec1"	"1792"	"6;4;12;16;9;192;12"	"O111"	"H8"	"stx1A;stx1B;stx2A;stx2B"	"eae;eaeH"	3	3	0	"acrF;blaEC;mdtM"	2	"BETA-LACTAM;EFFLUX"	2	"BETA-LACTAM;EFFLUX"	3	"TELLURIUM"	1	"EFFLUX"	1	0	0	"None found"	10	62944	0	0	"None found"	107	"cesAB;cesD;cesD2;cesF;cesL;cesT;cif;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espB;espD;espF;espG;espK;espL1;espM1;espM2;espN;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;hlyA;hlyB;hlyC;hlyD;iucA;iucB;iucC;iucD;iutA;map;nleA/espI;nleC;nleE;nleG7';nleH1;nleH2;ompA;ospG;paa;sepD;sepL;sepQ/escQ;stx1A;stx1B;stx2A;stx2B"
"Ec_Self_0_Ec2"	"678"	"6;6;5;136;9;7;7"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	10	9	1	"acrF;aph(3'')-Ib;aph(6)-Id;blaEC;dfrA7;gyrA_S83A;mdtM;sul1;sul2;tet(A)"	7	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	7	"BETA-LACTAM;EFFLUX;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	22	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	24	142497	0	4	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107;IncI1_1_Alpha"	66	"aap/aspU;aggA;aggB;aggC;aggD;csgB;csgD;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fyuA;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;irp1;irp2;iucA;iucB;iucC;iucD;iutA;ompA;pic;sigA;stx2A;stx2B;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Self_0_Ec3"	"678"	"6;6;5;136;9;7;7"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	12	11	1	"acrF;aph(3'')-Ib;aph(6)-Id;blaCTX-M-15;blaEC;blaTEM;dfrA7;gyrA_S83A;mdtM;sul1;sul2;tet(A)"	7	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	8	"BETA-LACTAM;CEPHALOSPORIN;EFFLUX;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	22	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	26	152796	0	4	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107;IncI1_1_Alpha"	65	"aap/aspU;aggA;aggB;aggC;aggD;csgB;csgD;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fyuA;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;irp1;irp2;iucA;iucB;iucC;iucD;iutA;ompA;sigA;stx2A;stx2B;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Self_0_Ec4"	"678"	"6;6;5;136;9;7;7"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	11	10	1	"acrF;aph(3'')-Ib;aph(6)-Id;blaEC;blaTEM-1;dfrA7;gyrA_S83A;mdtM;sul1;sul2;tet(A)"	7	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	7	"BETA-LACTAM;EFFLUX;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	22	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	15	177995	0	3	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107"	65	"aap/aspU;aggA;aggB;aggC;aggD;csgB;csgD;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fyuA;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;irp1;irp2;iucA;iucB;iucC;iucD;iutA;ompA;sigA;stx2A;stx2B;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Self_0_Ec5"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B;stx2A;stx2B"	"eae;eaeH"	3	3	0	"acrF;blaEC;mdtM"	2	"BETA-LACTAM;EFFLUX"	2	"BETA-LACTAM;EFFLUX"	3	"TELLURIUM"	0	""	1	0	0	"None found"	12	72907	0	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	117	"cesAB;cesD;cesD2;cesF;cesL;cesT;cif;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;hlyA;hlyB;hlyC;hlyD;irp1;irp2;iucA;iucB;iucC;iucD;iutA;map;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;ompA;paa;sepD;sepL;sepQ/escQ;stx1B;stx2A;stx2B;stxA;toxB;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Self_0_Ec6"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B"	"eae;eaeH"	3	3	0	"acrF;blaEC;mdtM"	2	"BETA-LACTAM;EFFLUX"	2	"BETA-LACTAM;EFFLUX"	3	"TELLURIUM"	0	""	1	0	0	"None found"	8	39224	0	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	113	"cesAB;cesD;cesD2;cesF;cesL;cesT;cif;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;hlyB;hlyD;irp1;irp2;iucA;iucB;iucC;iucD;iutA;map;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;ompA;paa;sepD;sepL;sepQ/escQ;stx1B;stxA;toxB;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Self_0_Ec7"	"11"	"12;12;8;12;15;2;2"	"O157"	"H7"	"stx2A;stx2B;stx2dB"	"eae;eaeH"	4	4	0	"acrF;blaEC;emrD;mdtM"	2	"BETA-LACTAM;EFFLUX"	2	"BETA-LACTAM;EFFLUX"	3	"TELLURIUM"	1	"EFFLUX"	0	0	0	"None found"	6	88287	0	1	"IncFIB(AP001918)_1"	120	"aslA;astA;cesAB;cesD;cesD2;cesF;cesL;cesT;chuV;chuW;csgB;csgD;csgF;csgG;eae;east1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espB;espD;espG;espH;espJ;espK;espL1;espL2;espL4;espM1;espM2;espN;espP;espR1;espR3;espR4;espW;espX1;espX2;espX4;espX5;espX6;espX7/nleL;espY1;espY2;espY3;espY4;etgA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;hlyA;hlyB;hlyC;hlyD;map;nleA/espI;nleB1;nleB2;nleC;nleD;nleE;nleF;nleH1;nleH2;ompA;paa;sepD;sepL;sepQ/escQ;sepZ/espZ;shuA;shuS;shuT;shuX;shuY;stcE;stx2A;stx2B;tir;toxB;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ykgK/ecpR"
"Ec_Self_0_Ec8"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B"	"eae;eaeH"	3	3	0	"acrF;blaEC;mdtM"	2	"BETA-LACTAM;EFFLUX"	2	"BETA-LACTAM;EFFLUX"	3	"TELLURIUM"	0	""	1	0	0	"None found"	7	51416	0	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	115	"cesAB;cesD;cesD2;cesF;cesL;cesT;cif;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;hlyA;hlyB;hlyC;hlyD;irp1;irp2;iucA;iucB;iucC;iucD;iutA;map;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;ompA;paa;sepD;sepL;sepQ/escQ;stx1B;stxA;toxB;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
